129545220463884 8048369554
129545220463884 392285765293
129545220463884 174630099240392
129545220463884 103230229400
129545220463884 15106442953
129545220463884 101198623279486
129545220463884 72631215658
129545220463884 39984644069
376885578947 147224358627471
376885578947 15106442953
376885578947 72631215658
69510739523 72631215658
69510739523 123277874369524
69510739523 15106442953
251622151518723 24397147332
251622151518723 174630099240392
251622151518723 84783393638
251622151518723 111429230935
251622151518723 116147578450492
251622151518723 49332901758
251622151518723 15106442953
25135027615 12881478279
25135027615 310288365235
25135027615 117496458294051
25135027615 224031717645078
25135027615 26033918778
25135027615 103230229400
25135027615 15106442953
25135027615 136640573047994
25135027615 104980846319
25135027615 156724926867
25135027615 145099072167929
25135027615 72631215658
25135027615 192418958465
25135027615 39984644069
25135027615 166244836748040
25135027615 367073813318054
25135027615 107551295955051
25135027615 12214198290
25135027615 116370885094342
25135027615 9596249636
25135027615 74307130776
25135027615 116730518343930
25135027615 115929621806053
25135027615 181362508150
155434027829384 342395555498
155434027829384 16537333085
155434027829384 157003291008719
155434027829384 224031717645078
155434027829384 15106442953
117432741607691 15106442953
122076431278 367073813318054
122076431278 15106442953
190634446722 15106442953
101198623279486 289205945150
101198623279486 15106442953
10150092104945341 15106442953
10150092104945341 72631215658
159371924125519 74307130776
159371924125519 16537333085
159371924125519 15106442953
159371924125519 60388086891
159371924125519 72631215658
159371924125519 181362508150
213303300983 12881478279
213303300983 8048369554
213303300983 224031717645078
213303300983 72631215658
213303300983 75861303994
213303300983 181362508150
213303300983 15106442953
213303300983 129349509725
213303300983 100287940022104
213303300983 35507276870
213303300983 103230229400
213303300983 115256757647
213303300983 115929621806053
120328571313269 117496458294051
120328571313269 15106442953
120328571313269 72631215658
115740111780877 15106442953
115740111780877 133949063304815
115740111780877 90517316821
115740111780877 61652252465
115740111780877 39984644069
115740111780877 72631215658
115740111780877 35507276870
125053224150 15106442953
161313507920 15106442953
161313507920 72631215658
53049498757 15106442953
312125329369 15106442953
112426555442438 15106442953
281441631898779 15106442953
281441631898779 90517316821
137475096273703 137475096273703
137475096273703 103230229400
137475096273703 138575126171040
137475096273703 15106442953
137475096273703 119526164760131
137475096273703 107551295955051
137475096273703 72631215658
146505306642 340797450590
146505306642 15106442953
146505306642 143275105689
109076169258 12881478279
109076169258 179151904672
109076169258 74307130776
109076169258 75861303994
109076169258 340797450590
109076169258 60388086891
109076169258 100287940022104
109076169258 61652252465
109076169258 39984644069
109076169258 15106442953
109076169258 35507276870
42540527340 129349509725
42540527340 59462333201
42540527340 136640573047994
42540527340 15106442953
42540527340 143275105689
221577770722 207829829249104
221577770722 75861303994
221577770722 124814974256424
221577770722 15106442953
221577770722 181362508150
12881478279 99013192321
12881478279 117496458294051
12881478279 247996925436
12881478279 144781535592914
12881478279 93820833111
12881478279 103230229400
12881478279 14341892755
12881478279 113770241021
12881478279 147553858592449
12881478279 15106442953
12881478279 306967139921
12881478279 115969798419386
12881478279 132724960085548
12881478279 104980846319
12881478279 179151904672
12881478279 123555004357749
12881478279 174630099240392
12881478279 147530851931990
12881478279 156724926867
12881478279 113692988665265
12881478279 190288907666306
12881478279 218569380147
12881478279 117966828160
12881478279 166623100017275
12881478279 55555145675
12881478279 125886494130415
12881478279 161233020566352
12881478279 56164393203
12881478279 35507276870
12881478279 72631215658
12881478279 39984644069
12881478279 159680604081198
12881478279 51529460146
12881478279 147609064920
12881478279 116147578450492
